SECRETARÍA,CÓDIGO MUNICIPIO, MUNICIPIO,CÓDIGO, NOMBRE,  DIRECCIÓN,LAT,LONG, TELÉFONO, NOMBRE RECTOR, TIPO ESTABLECIMIENTO, SECTOR, GENERO, ZONA, NIVELES, JORNADAS, CARACTER, ESPECIALIDAD, LICENCIA, GRADOS, MODELOS EDUCATIVOS,  CAPACIDADES EXCEPCIONALES, DISCAPACIDADES, IDIOMAS, NÚMERO DE SEDES, ESTADO, PRESTADOR DE SERVICIO, PROPIEDAD DE LA PLANTA FISÍCA, RESGUARDO, MATRICULA CONTRATADA, CALENDARIO, INTERNADO, ESTRATO SOCIO-ECONOMICO, CORREO ELECTRÓNICO
SOGAMOSO,15759,SOGAMOSO,315759000227,COLEGIO CIUDAD DEL SOL,CL 10 A 14 A 04,5.715408077,-72.93163362,7703879,MARIA OFELIA ALVAREZ GOMEZ,INSTITUCION EDUCATIVA,NO OFICIAL,MIXTO,URBANA,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA",ACADÉMICO,ACADÉMICA,CONDICIONAL,"1,2,3,4,5,6,7,8,9,10,11,21,23,25",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,colegio.ciudad1971@gmail.com
SOGAMOSO,15759,SOGAMOSO,315759000235,LICEO  LA PRESENTACION SOGAMOSO,KR 24 4 58,5.719042672,-72.9395699,7750699,CESAR FABIO CABRA NARANJO,INSTITUCION EDUCATIVA,NO OFICIAL,MIXTO,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA",ACADÉMICO,"NO APLICA,ACADÉMICA",CONDICIONAL,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,rectoria@presentacionsogamoso.edu.co
SOGAMOSO,15759,SOGAMOSO,315759002611,LICEO PELDAÑOS,KR 9 18 12,5.71980808,-72.92262766,3107999325,ELIZABETH MARTINEZ LIZARAZO,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,"PREESCOLAR,BÁSICA PRIMARIA,PRIMERA INFANCIA",COMPLETA,NO APLICA,,CONDICIONAL,"-3,-2,-1,0,1,2,3,4,5","ENTORNO INSTITUCIONAL,EDUCACIÓN TRADICIONAL",,,,1,NUEVO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,liceopeldanos0529@gmail.com
SOGAMOSO,15759,SOGAMOSO,315759000243,COLEGIO COMERCIAL ADVENTISTA DE SOGAMOSO CADES,KR 15 16 30,5.721328674,-72.92831918,7711217,ALEXANDER CASTRO YARA,INSTITUCION EDUCATIVA,NO OFICIAL,MIXTO,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA",TÉCNICO/ACADEMICO,"OTRO,INDUSTRIAL,COMERCIAL,ACADÉMICA",CONDICIONAL,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"LESIÓN NEUROMUSCULAR,PARALISIS CEREBRAL,SORDERA PROFUNDA,HIPOACUSIA O BAJA AUDICIÓN",,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,colegiocades@hotmail.com
SOGAMOSO,15759,SOGAMOSO,315759001258,LICEO SAN FERNANDO,CL 15 13 39,5.719814479,-72.9283044,7705569,DIANA MARIA MENDOZA,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,COMPLETA",NO APLICA,,CONDICIONAL,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,colsanfernandosog@gmail.com
SOGAMOSO,15759,SOGAMOSO,315759002386,GIMNASIO  MODERNO,AV SAN MARTIN 19 05,5.722947772,-72.92855628,3112844674,BLANCA CECILIA PRIETO PARRA,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,TARDE",NO APLICA,,CONDICIONAL,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,prietoblancac@gmail.com
SOGAMOSO,15759,SOGAMOSO,315759001720,JARDIN INFANTIL PEQUEÑOS GIGANTES,CALLE 7 # 24 - 72,5.717756882,-72.94136148,7705310,NAVARRETE SEPULVEDA ANDREA PATRICIA,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,,,NO APLICA,,SIN REVISAR,,,,,,1,CIERRE DEFINITIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,marburi@msn.com
SOGAMOSO,15759,SOGAMOSO,315759002696,COLEGIO ECOLOGICO DEL NORTE,CL 43 10 A 10,5.738007866,-72.91023069,3208589949,ANA YISSEL DIAZ RODRIGUEZ,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,PREESCOLAR,MAÑANA,,,REVISADA ACEPTADA,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,,1,NUEVO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,ESTRATO 2,colegioecologicodelnorte@hotmail.com
SOGAMOSO,15759,SOGAMOSO,315759002718,LICEO INFANTIL IRACA,KR 14 4 56,5.717848565,-72.92977579,3155453700,BLANCA CECILIA PEREZ MESA,INSTITUCION EDUCATIVA,NO OFICIAL,MIXTO,URBANA,PREESCOLAR,ÚNICA,,,DEFINITIVA,-3,EDUCACIÓN TRADICIONAL,,,,1,NUEVO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,Liceo_iraca@outlook.com
SOGAMOSO,15759,SOGAMOSO,415759800015,ANGLO SCHOOL DIVINO SALVADOR,VEREDA VANEGAS  SECTOR APOSENTOS KILOMETRO 7 VIA A IZA,5.656896882,-72.96245346,3107810158,AIDA YOLIMA FUQUEN MARTINEZ,INSTITUCION EDUCATIVA,NO OFICIAL,MIXTO,RURAL,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ÚNICA,,,DEFINITIVA,"-2,-1,0,1,2,3,4,5,6,7,8,9",EDUCACIÓN TRADICIONAL,,,,1,NUEVO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,asdivino.salvador@gmail.com
SOGAMOSO,15759,SOGAMOSO,315759002653,COLEGIO UNICAB VIRTUAL,CL 13 A 16 60,5.720373875,-72.9305891,7752309 - 3158895275,IMELDA VERGARA GOMEZ,INSTITUCION EDUCATIVA,NO OFICIAL,MIXTO,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA",ACADÉMICO,"NO APLICA,ACADÉMICA",CONDICIONAL,"0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",MODALIDAD VIRTUAL ASISTIDA UCN,,,,1,NUEVO-ACTIVO,FUNDACION O CORPORACIONES,FUNDACION O CORPORACIONES,NO APLICA,NO,A,,,administracion@unicab.org
SOGAMOSO,15759,SOGAMOSO,315759002629,INSTITUTO DE EDUCACION FORMAL COMFABOY,KR 10 13 28,5.715887661,-72.92654354,3208514716,RONALD HARLEY CAMARGO CAMARGO,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,NOCTURNA",NO APLICA,,CONDICIONAL,"-2,-1,0,1,2,3,4,5,21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,,1,NUEVO-ACTIVO,CAJA DE COMPENSACIÓN,CAJA DE COMPENSACIÓN,NO APLICA,NO,A,,,rcamargo@comfaboy.com.co
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuente: https://www.datos.gov.co/Educaci-n/Establecimientos-Educativos-activos-del-sector-ofi/emd6-ef7x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
